Gene,Drug,test.ROC.AUC,Varimp.Score
PLOD3,Bupalisib,0.85,100
TM4SF1,Bupalisib,0.85,89.68930931
CBS,Bupalisib,0.85,85.3198951
EMP3,Bupalisib,0.85,85.3198951
IFIT3,Bupalisib,0.85,85.3198951
JAK2,Bupalisib,0.85,100
PDE4B,Bupalisib,0.85,85.3198951
SCNN1A,Bupalisib,0.85,100
SLC9A3R1,Bupalisib,0.85,85.3198951
TNFRSF11B,Bupalisib,0.85,85.3198951
ACACA,Bupalisib,1,92.07850572
DHCR24,Bupalisib,1,92.07850572
ECH1,Bupalisib,1,92.07850572
GPX2,Bupalisib,1,92.07850572
PSME1,Bupalisib,1,100
TXNIP,Bupalisib,1,92.07850572
COL12A1,Bupalisib,0.9,90.58533646
DDX58,Bupalisib,0.9,91.76700047
EREG,Bupalisib,0.9,91.76700047
HERC6,Bupalisib,0.9,100
HSDL2,Bupalisib,0.9,90.58533646
IRF9,Bupalisib,0.9,85.03125451
LCP1,Bupalisib,0.9,83.8495905
PTPRG,Bupalisib,0.9,89.40367245
ACSS1,Bupalisib,0.9,90.68860349
TP53INP1,Bupalisib,0.9,100
ZNFX1,Bupalisib,0.9,89.50559238
AKAP12,Bupalisib,0.8,86.43287269
CD82,Bupalisib,0.8,86.43287269
CDK5R1,Bupalisib,0.8,86.43287269
FAM129A,Bupalisib,0.8,86.43287269
ISG15,Bupalisib,0.8,86.43287269
LAMC2,Bupalisib,0.8,86.43287269
PITPNB,Bupalisib,0.8,86.43287269
PLEK2,Bupalisib,0.8,86.43287269
PSPH,Bupalisib,0.8,100
SC5D,Bupalisib,0.8,93.86867436
SLC37A4,Bupalisib,0.8,86.43287269
ST14,Bupalisib,0.8,86.43287269
ME1,Bupalisib,0.85,81.69267514
PSMC4,Bupalisib,0.85,80.34368668
CCL20,Bupalisib,0.85,100
CTH,Bupalisib,0.85,84.76265634
SDHD,Bupalisib,0.85,84.76265634
ACAA1,Bupalisib,0.8,83.28725474
ANPEP,Bupalisib,0.8,91.83872233
APEX1,Bupalisib,0.8,83.28725474
ERRFI1,Bupalisib,0.8,82.20079246
GCDH,Bupalisib,0.8,91.83872233
GPI,Bupalisib,0.8,83.28725474
PLAT,Bupalisib,0.8,83.28725474
SQLE,Bupalisib,0.8,82.20079246
TRIB3,Bupalisib,0.8,82.20079246
ALDOC,Bupalisib,0.85,89.62829085
IFIT1,Bupalisib,0.85,90.79747043
ITGBL1,Bupalisib,0.85,90.79747043
COL3A1,Bupalisib,0.8,85.12839665
CORO1A,Bupalisib,0.8,85.12839665
IDI1,Bupalisib,0.8,85.12839665
ISCU,Bupalisib,0.8,85.12839665
PEX11A,Bupalisib,0.8,85.12839665
PNO1,Bupalisib,0.8,85.12839665
PPA1,Bupalisib,0.8,85.12839665
AADAT,Bupalisib,0.8,82.93207708
AKT2,Bupalisib,0.8,84.02820488
HRAS,Bupalisib,0.8,82.93207708
IL15,Bupalisib,0.8,84.02820488
ABLIM1,Bupalisib,0.825,88.30576504
ATP2A2,Bupalisib,0.825,100
FGFR3,Bupalisib,0.825,86.97302264
GINS2,Bupalisib,0.825,88.30576504
SLC29A1,Bupalisib,0.825,86.97302264
YWHAH,Bupalisib,0.825,88.30576504
FLNB,Bupalisib,0.9,86.86853267
NID2,Bupalisib,0.9,87.79716718
PHGDH,Bupalisib,0.9,87.79716718
BLVRB,Bupalisib,0.85,100
LAMC1,Bupalisib,0.85,88.69125644
CCDC58,Bupalisib,0.95,84.15701143
CTGF,Bupalisib,0.95,84.15701143
CYP51A1,Bupalisib,0.95,84.15701143
EBP,Bupalisib,0.95,84.15701143
ELOVL6,Bupalisib,0.95,84.15701143
IFNAR2,Bupalisib,0.95,98.61031803
MALL,Bupalisib,0.95,84.15701143
MDK,Bupalisib,0.95,84.15701143
BST2,Bupalisib,0.85,89.1195818
NTHL1,Bupalisib,0.85,90.48521729
ASB13,Bupalisib,0.85,85.3198951
CASP3,Bupalisib,0.85,85.3198951
CASP7,Bupalisib,0.85,85.3198951
CD9,Bupalisib,0.85,85.3198951
ELF3,Bupalisib,0.85,97.42464284
INSIG1,Bupalisib,0.85,85.3198951
LDHB,Bupalisib,0.85,85.3198951
PPARG,Bupalisib,0.85,85.3198951
PSMB5,Bupalisib,0.85,100
GADD45G,Bupalisib,0.9,92.27418493
SPP1,Bupalisib,0.9,92.27418493
ACSL3,Bupalisib,0.85,86.35420535
CYFIP2,Bupalisib,0.85,100
PDK3,Bupalisib,0.85,81.67959634
IFIT2,Bupalisib,0.8,95.13642722
UROS,Bupalisib,0.8,93.700594
FBXO4,Bupalisib,0.95,93.43385983
MAP7,Bupalisib,0.95,80.75756912
MATN2,Bupalisib,0.95,80.75756912
THBS1,Bupalisib,0.95,80.75756912
TST,Bupalisib,0.95,80.75756912
XBP1,Bupalisib,0.95,80.75756912
EMP2,Bupalisib,1,100
FERMT2,Bupalisib,1,84.15701143
PSMB10,Bupalisib,1,84.15701143
SLIT2,Bupalisib,1,100
XAF1,Bupalisib,1,84.15701143
ITGB2,Bupalisib,0.8,94.15288252
GLDC,Bupalisib,0.95,100
NOD1,Bupalisib,0.95,90.11839274
ANTXR2,Bupalisib,0.8,85.3198951
DEF6,Bupalisib,0.8,85.3198951
LYSMD2,Bupalisib,0.8,100
NUDT15,Bupalisib,0.8,85.3198951
PLAU,Bupalisib,0.8,85.3198951
PTS,Bupalisib,0.8,98.71232142
QSOX1,Bupalisib,0.8,85.3198951
RDH11,Bupalisib,0.8,100
TPM1,Bupalisib,0.8,98.71232142
CASP4,Bupalisib,0.8,84.15701143
ENDOD1,Bupalisib,0.8,84.15701143
SAMD9,Bupalisib,0.8,84.15701143
SLC1A4,Bupalisib,0.8,100
INHBB,Bupalisib,0.9,82.08131162
SLC6A8,Bupalisib,0.9,88.28313766
STC1,Bupalisib,0.9,96.84668866
AQP3,Bupalisib,0.8,89.62829085
LRIG1,Bupalisib,0.8,89.62829085
MEST,Bupalisib,0.8,90.79747043
VLDLR,Bupalisib,0.8,89.62829085
IFI30,Bupalisib,0.9,82.46095217
SHMT2,Bupalisib,0.9,89.77584847
ICAM1,Bupalisib,1,90.40953199
MGLL,Bupalisib,1,90.40953199
KRT8,Bupalisib,0.85,80.73661755
PTX3,Bupalisib,0.85,80.73661755
TP53INP2,Bupalisib,0.85,93.00362006
ACTR2,Bupalisib,0.95,89.62829085
PSMD14,Bupalisib,0.95,89.62829085
CALB2,Bupalisib,0.9,89.72938613
SCARB1,Bupalisib,0.9,89.72938613
SLC1A1,Bupalisib,0.9,88.55888779
PDK1,Bupalisib,0.825,89.72938613
G0S2,Bupalisib,0.85,80.52014429
RPN1,Bupalisib,0.85,80.52014429
SERINC1,Bupalisib,0.85,80.52014429
CD81,Bupalisib,0.95,80.52014429
CTHRC1,Bupalisib,0.95,80.52014429
MCM4,Bupalisib,0.95,80.52014429
SESN1,Bupalisib,0.95,80.52014429
TGIF2,Bupalisib,0.95,100
TRIB2,Bupalisib,0.95,80.52014429
AGR2,Bupalisib,0.8,85.12839665
F2RL1,Bupalisib,0.8,85.12839665
IMPA2,Bupalisib,0.8,85.12839665
METAP1,Bupalisib,0.8,85.12839665
MTHFD2,Bupalisib,0.8,85.12839665
PLSCR1,Bupalisib,0.8,98.69552396
TGM2,Bupalisib,0.8,85.12839665
HBEGF,Bupalisib,0.8,85.12839665
IDH3B,Bupalisib,0.8,85.12839665
RALGDS,Bupalisib,0.8,85.12839665
RB1,Bupalisib,0.8,85.12839665
SLC2A3,Bupalisib,0.8,85.12839665
TIAM1,Bupalisib,0.8,98.69552396
LAD1,Bupalisib,0.85,100
CEBPA,Bupalisib,0.9,100
DLST,Bupalisib,0.95,100
IFITM2,Bupalisib,0.95,82.79404249
NRIP1,Bupalisib,0.95,98.49076399
ACSS1,BYL719,0.875,84.06274775
CCT2,BYL719,0.875,84.06274775
CD55,BYL719,0.875,84.06274775
CKS2,BYL719,0.875,84.06274775
COL3A1,BYL719,0.875,84.06274775
DBP,BYL719,0.875,100
DDX18,BYL719,0.875,84.06274775
DYNLL2,BYL719,0.875,84.06274775
EIF1AX,BYL719,0.875,84.06274775
ELOVL5,BYL719,0.875,84.06274775
FERMT2,BYL719,0.875,84.06274775
FH,BYL719,0.875,84.06274775
IDE,BYL719,0.875,84.06274775
IGF1,BYL719,0.875,84.06274775
INCENP,BYL719,0.875,84.06274775
LYAR,BYL719,0.875,84.06274775
MCM3,BYL719,0.875,84.06274775
NCL,BYL719,0.875,84.06274775
NME1,BYL719,0.875,84.06274775
ODF2,BYL719,0.875,84.06274775
PPA1,BYL719,0.875,84.06274775
PRSS36,BYL719,0.875,84.06274775
PSMD14,BYL719,0.875,84.06274775
RPA2,BYL719,0.875,84.06274775
9-Sep,BYL719,0.875,84.06274775
SLC6A14,BYL719,0.875,84.06274775
SSRP1,BYL719,0.875,84.06274775
TACC3,BYL719,0.875,84.06274775
TSN,BYL719,0.875,84.06274775
TUBGCP2,BYL719,0.875,84.06274775
WDR43,BYL719,0.875,84.06274775
YWHAE,BYL719,0.875,84.06274775
YWHAQ,BYL719,0.875,84.06274775
ABCF2,BYL719,1,84.06274775
AMD1,BYL719,1,84.06274775
APEX1,BYL719,1,84.06274775
ARF6,BYL719,1,84.06274775
BRCA1,BYL719,1,84.06274775
BYSL,BYL719,1,84.06274775
CBX1,BYL719,1,84.06274775
CDH13,BYL719,1,100
CDK1,BYL719,1,84.06274775
CLASP1,BYL719,1,84.06274775
COPS5,BYL719,1,84.06274775
COX7C,BYL719,1,84.06274775
CUL1,BYL719,1,84.06274775
DDIT4,BYL719,1,84.06274775
ERP29,BYL719,1,84.06274775
GLA,BYL719,1,84.06274775
GLO1,BYL719,1,84.06274775
HNRNPC,BYL719,1,84.06274775
IPO7,BYL719,1,84.06274775
KIF15,BYL719,1,84.06274775
METAP1,BYL719,1,84.06274775
MRPS11,BYL719,1,84.06274775
NDUFC1,BYL719,1,84.06274775
NOLC1,BYL719,1,84.06274775
NUP107,BYL719,1,84.06274775
PAICS,BYL719,1,84.06274775
PPIA,BYL719,1,84.06274775
PSMD1,BYL719,1,84.06274775
PSMD13,BYL719,1,84.06274775
PSMD3,BYL719,1,84.06274775
PSPH,BYL719,1,84.06274775
RFC2,BYL719,1,84.06274775
RPLP0,BYL719,1,84.06274775
SLBP,BYL719,1,84.06274775
SNRPB,BYL719,1,84.06274775
SRPK1,BYL719,1,84.06274775
SURF1,BYL719,1,100
UNG,BYL719,1,84.06274775
VDAC3,BYL719,1,100
PHB2,BYL719,1,100
SYNE1,BYL719,1,89.88046779
TOMM40,BYL719,1,91.08434556
ABI1,BYL719,1,86.43287269
ARHGDIA,BYL719,1,86.43287269
ATXN1,BYL719,1,86.43287269
BIRC5,BYL719,1,86.43287269
DAB2,BYL719,1,86.43287269
FSTL3,BYL719,1,86.43287269
GAMT,BYL719,1,86.43287269
GMPS,BYL719,1,86.43287269
KIF11,BYL719,1,86.43287269
KPNA2,BYL719,1,86.43287269
MATN2,BYL719,1,86.43287269
PCM1,BYL719,1,86.43287269
PLOD2,BYL719,1,86.43287269
SNN,BYL719,1,100
STIL,BYL719,1,86.43287269
SUCLA2,BYL719,1,86.43287269
TCF7L1,BYL719,1,86.43287269
TGFB1,BYL719,1,86.43287269
THBS2,BYL719,1,86.43287269
TMPO,BYL719,1,86.43287269
TTK,BYL719,1,86.43287269
UTP20,BYL719,1,86.43287269
VDAC2,BYL719,1,86.43287269
ATP6V1F,BYL719,0.875,80.34637859
CAPG,BYL719,0.875,80.34637859
CDC42,BYL719,0.875,80.34637859
CENPE,BYL719,0.875,80.34637859
CHAF1A,BYL719,0.875,97.04367147
DHX15,BYL719,0.875,80.34637859
ECHS1,BYL719,0.875,80.34637859
ECT2,BYL719,0.875,80.34637859
HDAC2,BYL719,0.875,95.57905344
HNRNPD,BYL719,0.875,80.34637859
HSPA4L,BYL719,0.875,80.34637859
HSPE1,BYL719,0.875,80.34637859
IFRD1,BYL719,0.875,97.04367147
IPO4,BYL719,0.875,80.34637859
NAP1L1,BYL719,0.875,80.34637859
NDUFA8,BYL719,0.875,80.34637859
ODC1,BYL719,0.875,80.34637859
PGK1,BYL719,0.875,80.34637859
PPP4R2,BYL719,0.875,87.230407
PRMT5,BYL719,0.875,80.34637859
PSMB5,BYL719,0.875,80.34637859
PSMD12,BYL719,0.875,80.34637859
PSME3,BYL719,0.875,80.34637859
RBBP7,BYL719,0.875,80.34637859
RPL6,BYL719,0.875,80.34637859
RPS3,BYL719,0.875,95.57905344
RRM1,BYL719,0.875,80.34637859
SFPQ,BYL719,0.875,80.34637859
SLC25A3,BYL719,0.875,80.34637859
SLC25A4,BYL719,0.875,80.34637859
SMS,BYL719,0.875,80.34637859
SPEG,BYL719,0.875,100
TMPRSS6,BYL719,0.875,80.34637859
TRIP13,BYL719,0.875,80.34637859
TSC2,BYL719,0.875,80.34637859
WRN,BYL719,0.875,80.34637859
COL5A2,BYL719,1,100
EDIL3,BYL719,1,82.79404249
EXO1,BYL719,1,82.79404249
FHL2,BYL719,1,82.79404249
IGFBP3,BYL719,1,82.79404249
NEK7,BYL719,1,82.79404249
NET1,BYL719,1,82.79404249
NUFIP1,BYL719,1,100
PLXNB2,BYL719,1,82.79404249
PRC1,BYL719,1,82.79404249
PTPN21,BYL719,1,82.79404249
TIMP3,BYL719,1,98.49076399
ZFPM2,BYL719,1,82.79404249
ACAT1,BYL719,0.875,82.79404249
ASF1B,BYL719,0.875,82.79404249
ATAD2,BYL719,0.875,82.79404249
ATP2A2,BYL719,0.875,82.79404249
C1QBP,BYL719,0.875,82.79404249
CBLB,BYL719,0.875,82.79404249
CFI,BYL719,0.875,82.79404249
CHFR,BYL719,0.875,82.79404249
CNBP,BYL719,0.875,96.98152798
COX11,BYL719,0.875,82.79404249
EIF4G2,BYL719,0.875,82.79404249
EXOSC8,BYL719,0.875,82.79404249
EZH2,BYL719,0.875,98.49076399
FBXO5,BYL719,0.875,82.79404249
FN1,BYL719,0.875,82.79404249
HPRT1,BYL719,0.875,82.79404249
ILF3,BYL719,0.875,82.79404249
LAMC1,BYL719,0.875,96.98152798
LBR,BYL719,0.875,82.79404249
LTA4H,BYL719,0.875,82.79404249
MKI67,BYL719,0.875,82.79404249
MRPL11,BYL719,0.875,82.79404249
MRPS22,BYL719,0.875,82.79404249
MRPS30,BYL719,0.875,82.79404249
NUDT21,BYL719,0.875,82.79404249
PA2G4,BYL719,0.875,82.79404249
POLD2,BYL719,0.875,82.79404249
PPRC1,BYL719,0.875,82.79404249
PRDX3,BYL719,0.875,82.79404249
PSMB3,BYL719,0.875,82.79404249
RAPGEF5,BYL719,0.875,82.79404249
RPL14,BYL719,0.875,98.49076399
SMC4,BYL719,0.875,82.79404249
SNRPA,BYL719,0.875,82.79404249
SNRPD1,BYL719,0.875,98.49076399
STAG1,BYL719,0.875,82.79404249
SYNCRIP,BYL719,0.875,82.79404249
TNFRSF11B,BYL719,0.875,82.79404249
TOPBP1,BYL719,0.875,82.79404249
TUFM,BYL719,0.875,82.79404249
DLD,BYL719,1,91.76700047
GSG1,BYL719,1,91.76700047
KCNH1,BYL719,1,100
NUP205,BYL719,1,91.76700047
PBK,BYL719,1,90.58533646
PLK1,BYL719,1,91.76700047
SLC7A1,BYL719,1,90.58533646
SMAD3,BYL719,1,89.40367245
ZNF112,BYL719,1,91.76700047
ARHGEF3,BYL719,0.875,83.93374153
CD2AP,BYL719,0.875,83.93374153
CDK5RAP2,BYL719,0.875,83.93374153
CDKN3,BYL719,0.875,83.93374153
CLNS1A,BYL719,0.875,83.93374153
DCK,BYL719,0.875,83.93374153
DEK,BYL719,0.875,83.93374153
GINS4,BYL719,0.875,83.93374153
HDAC6,BYL719,0.875,83.93374153
HMGN2,BYL719,0.875,83.93374153
HMMR,BYL719,0.875,98.59073371
PDHX,BYL719,0.875,83.93374153
RAD21,BYL719,0.875,98.59073371
RDH11,BYL719,0.875,83.93374153
RPS2,BYL719,0.875,83.93374153
RRM2,BYL719,0.875,83.93374153
SMC2,BYL719,0.875,98.59073371
SSBP1,BYL719,0.875,83.93374153
UROS,BYL719,0.875,100
NTHL1,BYL719,1,88.69125644
ATP6V1G1,BYL719,1,82.79404249
BCR,BYL719,1,82.79404249
BRAF,BYL719,1,82.79404249
BRCA2,BYL719,1,82.79404249
BUB3,BYL719,1,82.79404249
CEBPB,BYL719,1,98.49076399
CKAP5,BYL719,1,82.79404249
CNTRL,BYL719,1,82.79404249
CYR61,BYL719,1,82.79404249
DLAT,BYL719,1,82.79404249
DSCC1,BYL719,1,82.79404249
FHL1,BYL719,1,82.79404249
KIF20B,BYL719,1,82.79404249
LPAR1,BYL719,1,82.79404249
MRPL15,BYL719,1,82.79404249
NDUFA9,BYL719,1,98.49076399
OAZ3,BYL719,1,82.79404249
PLCB4,BYL719,1,98.49076399
PRKDC,BYL719,1,100
ADCY9,BYL719,0.875,82.79404249
ATP2B4,BYL719,0.875,82.79404249
CDC25A,BYL719,0.875,98.49076399
COX7A2,BYL719,0.875,82.79404249
CSTF2,BYL719,0.875,82.79404249
CTTN,BYL719,0.875,82.79404249
EEF1B2,BYL719,0.875,100
EIF3B,BYL719,0.875,82.79404249
EIF4H,BYL719,0.875,82.79404249
HMBS,BYL719,0.875,82.79404249
HNRNPU,BYL719,0.875,82.79404249
ISCU,BYL719,0.875,82.79404249
MAD2L1,BYL719,0.875,82.79404249
MCM6,BYL719,0.875,82.79404249
NFIB,BYL719,0.875,82.79404249
PTGES3,BYL719,0.875,82.79404249
PTPRM,BYL719,0.875,82.79404249
QDPR,BYL719,0.875,100
SASS6,BYL719,0.875,82.79404249
SERBP1,BYL719,0.875,82.79404249
SNRPA1,BYL719,0.875,82.79404249
SNRPG,BYL719,0.875,98.49076399
SPTAN1,BYL719,0.875,82.79404249
TIPIN,BYL719,0.875,82.79404249
UBE2C,BYL719,0.875,98.49076399
UBE2T,BYL719,0.875,82.79404249
COL12A1,BYL719,1,85.3198951
DDX39A,BYL719,1,97.42464284
DNMT1,BYL719,1,100
EBP,BYL719,1,85.3198951
EZR,BYL719,1,85.3198951
F10,BYL719,1,85.3198951
FXN,BYL719,1,85.3198951
HMGB2,BYL719,1,85.3198951
HNRNPA1,BYL719,1,85.3198951
KARS,BYL719,1,85.3198951
LOXL1,BYL719,1,100
MTA1,BYL719,1,85.3198951
NDUFB8,BYL719,1,85.3198951
NOP56,BYL719,1,85.3198951
PEBP1,BYL719,1,85.3198951
PPM1G,BYL719,1,85.3198951
PRKAR2A,BYL719,1,100
RAN,BYL719,1,85.3198951
RBL1,BYL719,1,85.3198951
SDHC,BYL719,1,85.3198951
TIAM1,BYL719,1,85.3198951
U2AF1,BYL719,1,85.3198951
PWP1,BYL719,1,90.79747043
ACAA1,BYL719,0.875,82.79404249
ATP2A1,BYL719,0.875,82.79404249
CDKN1A,BYL719,0.875,82.79404249
COX8A,BYL719,0.875,82.79404249
DLST,BYL719,0.875,82.79404249
E2F3,BYL719,0.875,82.79404249
H2AFX,BYL719,0.875,82.79404249
ITGA5,BYL719,0.875,82.79404249
KPTN,BYL719,0.875,82.79404249
MT2A,BYL719,0.875,82.79404249
PDE4DIP,BYL719,0.875,98.49076399
PHB,BYL719,0.875,82.79404249
PSMA6,BYL719,0.875,82.79404249
PSMA7,BYL719,0.875,82.79404249
SET,BYL719,0.875,82.79404249
SMC3,BYL719,0.875,82.79404249
VLDLR,BYL719,0.875,96.98152798
SF3B3,BYL719,0.875,88.033219
ACSL4,BYL719,1,82.79404249
CAPN5,BYL719,1,82.79404249
CCDC58,BYL719,1,82.79404249
HMGA1,BYL719,1,82.79404249
HNRNPA2B1,BYL719,1,82.79404249
KIF4A,BYL719,1,82.79404249
MYH9,BYL719,1,82.79404249
PCBD1,BYL719,1,82.79404249
PDE6B,BYL719,1,100
PPP1R8,BYL719,1,82.79404249
PSMB2,BYL719,1,100
SLC29A3,BYL719,1,82.79404249
SPTBN1,BYL719,1,82.79404249
TGFBR3,BYL719,1,98.49076399
BTG2,BYL719,1,90.48521729
MTHFR,BYL719,1,100
TXNL4A,BYL719,1,89.1195818
BUB1,BYL719,1,82.79404249
CCNE1,BYL719,1,98.49076399
CCT3,BYL719,1,82.79404249
CDC20,BYL719,1,98.49076399
CDCA3,BYL719,1,100
COX4I1,BYL719,1,82.79404249
CUL3,BYL719,1,100
EFEMP1,BYL719,1,82.79404249
ERBB2,BYL719,1,100
ESPL1,BYL719,1,82.79404249
FBL,BYL719,1,98.49076399
GLUD1,BYL719,1,82.79404249
ICA1,BYL719,1,82.79404249
MYBL2,BYL719,1,82.79404249
NCAPD2,BYL719,1,82.79404249
NDUFB2,BYL719,1,82.79404249
PDHB,BYL719,1,82.79404249
PIK3CD,BYL719,1,82.79404249
POLR3G,BYL719,1,82.79404249
SORBS2,BYL719,1,82.79404249
ACACA,BYL719,0.875,82.79404249
CCT7,BYL719,0.875,82.79404249
CRIP2,BYL719,0.875,82.79404249
EPB41L2,BYL719,0.875,82.79404249
KPNB1,BYL719,0.875,82.79404249
MPHOSPH10,BYL719,0.875,82.79404249
MTHFD2,BYL719,0.875,82.79404249
MYH3,BYL719,0.875,82.79404249
NPM1,BYL719,0.875,82.79404249
PIK3R3,BYL719,0.875,82.79404249
SLC2A3,BYL719,0.875,82.79404249
SUPV3L1,BYL719,0.875,82.79404249
TPD52L1,BYL719,0.875,82.79404249
TPX2,BYL719,0.875,82.79404249
CPM,BYL719,0.875,90.79747043
IGFBP2,BYL719,0.875,89.62829085
PDS5B,BYL719,0.875,100
PTS,BYL719,0.875,98.94348727
ANP32E,BYL719,1,82.79404249
BDNF,BYL719,1,82.79404249
CORO1A,BYL719,1,82.79404249
COX6A1,BYL719,1,82.79404249
CTGF,BYL719,1,82.79404249
GPC1,BYL719,1,82.79404249
GPR3,BYL719,1,82.79404249
HTRA1,BYL719,1,82.79404249
KIFC3,BYL719,1,82.79404249
LDHB,BYL719,1,82.79404249
MCM4,BYL719,1,82.79404249
MYBBP1A,BYL719,1,82.79404249
NDUFS3,BYL719,1,82.79404249
PABPC4,BYL719,1,98.49076399
PITPNB,BYL719,1,82.79404249
SERPINE1,BYL719,1,82.79404249
C3,BYL719,1,100
ERH,BYL719,1,84.06274775
GPI,BYL719,1,84.06274775
KIF22,BYL719,1,84.06274775
LRPPRC,BYL719,1,84.06274775
UCK2,BYL719,1,84.06274775
AK2,BYL719,1,82.79404249
CCNA2,BYL719,1,82.79404249
CYCS,BYL719,1,82.79404249
DBF4,BYL719,1,98.49076399
EIF4E,BYL719,1,82.79404249
GNL3,BYL719,1,82.79404249
MAST3,BYL719,1,82.79404249
MELK,BYL719,1,82.79404249
NCAPH,BYL719,1,82.79404249
NDUFA5,BYL719,1,82.79404249
PHF5A,BYL719,1,82.79404249
POLA2,BYL719,1,82.79404249
POLD3,BYL719,1,82.79404249
ACSL1,BYL719,0.875,85.3198951
APBB2,BYL719,0.875,85.3198951
CASP9,BYL719,0.875,85.3198951
H2AFZ,BYL719,0.875,85.3198951
NNT,BYL719,0.875,85.3198951
SRSF1,BYL719,0.875,85.3198951
NDUFS4,BYL719,0.875,89.38220746
PDLIM7,BYL719,1,91.29396558
CCT4,BYL719,0.875,85.3198951
CDC6,BYL719,0.875,85.3198951
DIAPH3,BYL719,0.875,85.3198951
ECI2,BYL719,0.875,85.3198951
MRTO4,BYL719,0.875,85.3198951
PDHA1,BYL719,0.875,100
PDLIM5,BYL719,0.875,85.3198951
CCDC106,BYL719,1,85.12839665
CRAT,BYL719,1,85.12839665
D2HGDH,BYL719,1,85.12839665
KRT15,BYL719,1,85.12839665
LRP1,BYL719,1,85.12839665
MDH2,BYL719,1,85.12839665
RASA2,BYL719,1,85.12839665
SNAI2,BYL719,1,85.12839665
DDX21,BYL719,1,100
GSR,BYL719,1,100
KLF7,BYL719,1,100
MAP7,BYL719,1,100
MASP2,BYL719,1,100
MPC1,BYL719,1,100
SLC19A1,BYL719,1,100
TGFB2,BYL719,1,100
AURKA,BYL719,0.9375,82.79404249
BASP1,BYL719,0.9375,82.79404249
CCT5,BYL719,0.9375,82.79404249
CSE1L,BYL719,0.9375,82.79404249
EIF2S1,BYL719,0.9375,82.79404249
MAOA,BYL719,0.9375,82.79404249
MMP9,BYL719,0.9375,82.79404249
MRAS,BYL719,0.9375,82.79404249
MSH2,BYL719,0.9375,82.79404249
MYC,BYL719,0.9375,82.79404249
NDUFS8,BYL719,0.9375,82.79404249
NOP2,BYL719,0.9375,82.79404249
PLK4,BYL719,0.9375,82.79404249
PRMT3,BYL719,0.9375,82.79404249
SLC38A1,BYL719,0.9375,82.79404249
TUBD1,BYL719,0.9375,82.79404249
ASF1A,BYL719,1,82.79404249
DYRK1A,BYL719,1,82.79404249
HSPD1,BYL719,1,82.79404249
NDUFS1,BYL719,1,82.79404249
SERPINH1,BYL719,1,82.79404249
TK1,BYL719,1,82.79404249
LAS1L,BYL719,1,93.57112649
ANXA4,BYL719,1,82.79404249
CTSD,BYL719,1,98.49076399
HSP90AB1,BYL719,1,82.79404249
PRIM2,BYL719,1,82.79404249
STIP1,BYL719,1,98.49076399
TOP2A,BYL719,1,82.79404249
MTRF1,BYL719,1,82.79404249
POLE4,BYL719,1,82.79404249
SCHIP1,BYL719,1,82.79404249
TENM2,BYL719,1,82.79404249
APLP1,BYL719,1,86.25355359
CKS1B,BYL719,1,86.25355359
CTSC,BYL719,1,86.25355359
DKC1,BYL719,1,86.25355359
RRP12,BYL719,1,86.25355359
SH2B1,BYL719,1,86.25355359
SLC25A5,BYL719,1,93.78763556
ABCE1,BYL719,0.875,82.79404249
FBLN1,BYL719,0.875,96.98152798
NDUFV1,BYL719,0.875,96.98152798
POLE3,BYL719,0.875,82.79404249
S100A10,BYL719,0.875,82.79404249
TIMM50,BYL719,0.875,82.79404249
TUBG1,BYL719,0.875,82.79404249
RPS10,BYL719,0.875,85.3198951
SPC25,BYL719,1,91.36945367
PNP,BYL719,0.875,100
DCTPP1,BYL719,0.875,83.93374153
ELOVL6,BYL719,0.875,98.59073371
HADH,BYL719,0.875,83.93374153
HSD17B10,BYL719,0.875,83.93374153
NDUFB4,BYL719,0.875,83.93374153
PSMA1,BYL719,0.875,83.93374153
SIRT1,BYL719,0.875,83.93374153
STARD7,BYL719,0.875,83.93374153
CASP7,BYL719,1,89.38220746
ORC6,BYL719,1,86.68423054
CUL4A,BYL719,1,84.06274775
FXYD1,BYL719,1,84.06274775
LGALS3,BYL719,1,84.06274775
PGAM2,BYL719,1,84.06274775
HSD11B2,BYL719,1,85.12839665
PSMC3IP,BYL719,1,85.12839665
SYNPO,BYL719,1,85.12839665
CYB5A,BYL719,1,100
SLIT2,BYL719,1,85.3198951
CDK2,BYL719,1,84.06274775
ISCA1,BYL719,1,84.06274775
ORC5,BYL719,1,84.06274775
PXN,BYL719,1,84.06274775
RFC3,BYL719,1,84.06274775
DPP4,BYL719,1,84.06274775
RAPGEF3,BYL719,1,84.06274775
BDH2,BYL719,0.875,84.06274775
ACTN4,BYL719,1,85.12839665
ORC2,BYL719,1,98.49076399
SMC1A,BYL719,1,82.79404249
CD46,BYL719,1,89.88778523
PRPS2,BYL719,0.875,82.79404249
SDHB,BYL719,0.875,82.79404249
CYP51A1,BYL719,1,85.3198951
POLQ,BYL719,1,85.3198951
SGK1,BYL719,1,85.3198951
NUMA1,BYL719,1,84.15701143
RAP1GDS1,BYL719,1,84.15701143
CPOX,BYL719,1,82.79404249
TBCD,BYL719,1,82.79404249
TNNT1,BYL719,1,85.3198951
LMNB1,BYL719,1,95.13642722
COX7A2L,BYL719,1,82.79404249
GJA1,BYL719,1,82.79404249
MST1,BYL719,1,82.79404249
NF1,BYL719,1,82.79404249
HSP90AA1,BYL719,0.875,83.93374153
