cell_line,agent,type,Subtype1,Subtype2,GR50,GRmax,GR_AOC,GEC50,Grinf,h_GR,r2_GR,pval_GR,flat_fit_GR,IC50,Emax,AUC,EC50,Einf,h,r2_IC,pval_IC,flat_fit_IC,MedianGR50,SubMedianGR50,MedianGR50,SubMedianGR50,MedianGRmax
KKU-214,BAY11-7082,Targeted drug,NF_kB,NF_kB,7.253729906,0.125552885,0.035898768,10,-1,2.670483543,0.965019136,0.000000281,NA,7.666994006,0.306745992,0.975614514,7.666994006,0,3.028773646,0.942466543,0.00000264,NA,0.43484479,0.425716591,0.43484479,0.425716591,-0.567819895
KKK-D068,BAY11-7082,Targeted drug,NF_kB,NF_kB,3.690843202,-0.567819895,0.095282129,5.963832242,-1,2.288101453,0.919315459,0.0000162,NA,4.519689187,0.090263275,0.952008882,4.519689187,0,2.353558805,0.873954568,0.000102724,NA,0.43484479,0.132280806,0.43484479,0.132280806,-0.567819895
KKK-D131,BAY11-7082,Targeted drug,NF_kB,NF_kB,6.924057171,0.204141924,-0.00438357,6.654933501,0.06665844,4.66225641,0.907837314,0.0000464,NA,7.712162584,0.373678692,1.014205364,6.273700203,0.295110111,4.68254196,0.866241942,0.000216343,NA,0.43484479,0.405515855,0.43484479,0.405515855,-0.567819895
KKK-D138,BAY11-7082,Targeted drug,NF_kB,NF_kB,5.559503218,-0.066678064,0.108040693,9.839638655,-1,2.143715867,0.987385602,3.50E-09,NA,7.287821936,0.312128317,0.925935347,7.287821936,0,2.322771785,0.98167894,2.03E-08,NA,0.43484479,0.310191196,0.43484479,0.310191196,-0.567819895
RBE,BAY11-7082,Targeted drug,NF_kB,NF_kB,2.42343183,-0.73626544,0.302612926,3.111826741,-0.786235793,4.041361138,0.997119863,4.75E-12,NA,2.426148553,0.010736903,0.797536198,2.426148553,0,3.197791111,0.993748466,1.34E-10,NA,0.43484479,-0.050413982,0.43484479,-0.050413982,-0.567819895
SSP-25,BAY11-7082,Targeted drug,NF_kB,NF_kB,10,0.63240348,0.034284438,10,-0.653274089,2.722004555,0.988874947,4.28E-09,NA,10,0.622247516,0.961788932,10,0,2.904701871,0.986102976,7.83E-09,NA,0.43484479,0.56515521,0.43484479,0.56515521,-0.567819895
TFK-1,BAY11-7082,Targeted drug,NF_kB,NF_kB,4.785243802,-0.380300481,0.104915075,7.411336904,-1,2.578980322,0.987485747,6.44E-09,NA,4.447278046,0.04754669,0.921186496,4.447278046,0,2.889975428,0.959511606,0.00000143,NA,0.43484479,0.245059279,0.43484479,0.245059279,-0.567819895
YSCCC,BAY11-7082,Targeted drug,NF_kB,NF_kB,2.721728431,-0.733290483,0.278365122,3.6768275,-0.856278613,3.824266113,0.991003135,1.16E-09,NA,2.854691711,0.014263471,0.815749707,2.854691711,0,3.207997274,0.979008154,3.71E-08,NA,0.43484479,0,0.43484479,0,-0.567819895
HuCCA-1,Tanespimycin,Targeted drug,HSP90,HSP90,0.322095924,-0.663048623,0.69405486,0.612834127,-0.702440945,1.365837313,0.993124702,3.61E-10,NA,0.883392405,0.194339509,0.668838654,0.645011675,0.173118971,1.352842706,0.993629857,2.52E-10,NA,-1.258605288,0.766590517,-1.258605288,0.766590517,-0.422853462
HuCCT-1,Tanespimycin,Targeted drug,HSP90,HSP90,0.044771383,-0.244492759,0.948332893,0.048464257,-0.240030153,4.953186566,0.998480199,5.28E-13,NA,0.045433813,0.103399262,0.302070448,0.043363948,0.104069026,5,0.998048852,7.82E-13,NA,-1.258605288,-0.090394202,-1.258605288,-0.090394202,-0.422853462
HuH-28,Tanespimycin,Targeted drug,HSP90,HSP90,0.020595738,-0.69673669,1.395059445,0.024443485,-0.621755635,4.72589507,0.962296078,0.00000188,NA,0.033183416,0.285135796,0.427106622,0.026151472,0.326821558,4.449033497,0.950661913,0.0000089,NA,-1.258605288,-0.427617354,-1.258605288,-0.427617354,-0.422853462
KKU-055,Tanespimycin,Targeted drug,HSP90,HSP90,0.043291446,-0.437716936,1.003586977,0.049918075,-0.320045637,3.533794238,0.993094786,2.09E-10,NA,0.038207764,0.014584534,0.215498839,0.03766107,0.026541549,3.763986068,0.998323671,1.51E-12,NA,-1.258605288,-0.10499262,-1.258605288,-0.10499262,-0.422853462
KKU-100,Tanespimycin,Targeted drug,HSP90,HSP90,0.032275195,-0.932490959,1.440399899,0.050898028,-0.90308216,2.267522247,0.998137389,9.87E-13,NA,0.034556581,0.000901767,0.187607831,0.034464062,0.004218488,3.139237112,0.999383416,2.11E-14,NA,-1.258605288,-0.232525837,-1.258605288,-0.232525837,-0.422853462
KKU-156,Tanespimycin,Targeted drug,HSP90,HSP90,0.861964242,-0.449500431,0.446999093,1.049843169,-0.388144806,2.920138211,0.997472849,2.07E-12,NA,0.819727981,0.031058375,0.650712232,0.79900719,0.040370185,3.285167,0.998297207,7.51E-13,NA,-1.258605288,1.194094538,-1.258605288,1.194094538,-0.422853462
KKU-213,Tanespimycin,Targeted drug,HSP90,HSP90,0.597622635,-0.422853462,0.468975448,0.809801643,-0.325181165,1.652577426,0.98709267,3.24E-09,NA,0.521253413,0.028975554,0.594886405,0.492316703,0.055039097,2.042205365,0.997413547,2.33E-12,NA,-1.258605288,1.035032326,-1.258605288,1.035032326,-0.422853462
KKU-214,Tanespimycin,Targeted drug,HSP90,HSP90,0.294528763,-0.368995557,0.614022884,0.382558473,-0.31839716,1.884252735,0.996325596,3.73E-11,NA,0.267918221,0.044055565,0.50382133,0.253336621,0.059147912,2.248571409,0.997030929,4.44E-12,NA,-1.258605288,0.727733001,-1.258605288,0.727733001,-0.422853462
KKK-D068,Tanespimycin,Targeted drug,HSP90,HSP90,0.243207252,-0.315799696,0.649262933,0.298831197,-0.288856445,2.236387702,0.996900679,1.05E-11,NA,0.287470586,0.139862846,0.550249087,0.248229349,0.155716001,2.56160651,0.997315882,3.34E-12,NA,-1.258605288,0.644581809,-1.258605288,0.644581809,-0.422853462
KKK-D131,Tanespimycin,Targeted drug,HSP90,HSP90,1.090125375,-0.23353877,0.352922347,1.283160999,-0.18763567,1.953361252,0.987856393,2.69E-09,NA,1.246178038,0.156667506,0.730357237,1.015110658,0.198701595,2.47282801,0.989382833,1.40E-09,NA,-1.258605288,1.296081737,-1.258605288,1.296081737,-0.422853462
KKK-D138,Tanespimycin,Targeted drug,HSP90,HSP90,0.055130853,-0.599411853,1.136722931,0.064243452,-0.57434555,5,0.996941607,1.08E-11,NA,0.062463354,0.078982689,0.332867708,0.06018224,0.084870917,5,0.996158254,3.54E-11,NA,-1.258605288,0,-1.258605288,0,-0.422853462
RBE,Tanespimycin,Targeted drug,HSP90,HSP90,0.681487404,-0.229835857,0.428393958,0.852411959,-0.233217676,1.711398224,0.996049073,1.57E-11,NA,0.779883835,0.150086395,0.676466887,0.637870308,0.162590177,1.956777995,0.995381064,3.14E-11,NA,-1.258605288,1.092063121,-1.258605288,1.092063121,-0.422853462
SSP-25,Tanespimycin,Targeted drug,HSP90,HSP90,0.044640136,-0.511764385,1.043691112,0.054889064,-0.407816685,2.885365613,0.992349933,3.42E-10,NA,0.04788186,0.060037392,0.300999874,0.045130384,0.09276587,3.466947245,0.99454385,1.59E-10,NA,-1.258605288,-0.091669203,-1.258605288,-0.091669203,-0.422853462
TFK-1,Tanespimycin,Targeted drug,HSP90,HSP90,0.027920702,-0.230429153,0.962168869,0.030521224,-0.158197411,3.085441017,0.994301862,7.97E-11,NA,0.025005294,0.055434663,0.19551071,0.023857758,0.072695366,3.343379798,0.998549536,5.14E-13,NA,-1.258605288,-0.295468379,-1.258605288,-0.295468379,-0.422853462
YSCCC,Tanespimycin,Targeted drug,HSP90,HSP90,0.053198857,-0.291211878,0.876361898,0.072778042,-0.24842196,1.29810562,0.98483059,0.000000012,NA,0.106966943,0.227478876,0.455614047,0.063079679,0.244616607,1.27642779,0.982770815,2.33E-08,NA,-1.258605288,-0.015492411,-1.258605288,-0.015492411,-0.422853462
HuCCA-1,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.847959976,-0.60366114,0.295075528,2.886854728,-0.705922597,1.998379094,0.986152318,1.41E-08,NA,2.449490261,0.088720302,0.816179663,2.279378168,0.080730168,2.341971825,0.982553027,3.31E-08,NA,0.216977559,0.049715002,0.216977559,0.049715002,-0.420632578
HuCCT-1,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.648077229,-0.206902068,0.224894365,2.053972089,-0.231778334,1.743389619,0.954282081,0.0000052,NA,1.614786249,0.118172363,0.824574543,1.379192233,0.142785729,2.138433873,0.919395843,0.0000733,NA,0.216977559,0,0.216977559,0,-0.420632578
HuH-28,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,2.069699379,-0.647527759,0.04092915,2.87017533,-0.636374813,2.512989384,0.791497203,0.001913155,NA,4.565014385,0.273745106,0.968373215,3.452994782,0.231288049,2.225303564,0.837191427,0.000539885,NA,0.216977559,0.09892971,0.216977559,0.09892971,-0.420632578
KKU-055,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.715826884,-0.420632578,0.308262779,2.430480617,-0.514948387,2.041002633,0.9968555,3.26E-11,NA,1.499289107,0.027246143,0.737793782,1.496608179,0.002025041,2.141834917,0.98976963,7.55E-09,NA,0.216977559,0.017495909,0.216977559,0.017495909,-0.420632578
KKU-100,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.181743016,-0.361169476,0.374094838,1.871533772,-0.478618021,1.490201065,0.996954415,1.28E-11,NA,1.251797588,0.074926665,0.69533387,1.219508454,0.020559895,1.487786339,0.99351344,3.95E-10,NA,0.216977559,-0.144454515,0.216977559,-0.144454515,-0.420632578
KKU-156,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.291599526,-0.587760318,0.338147156,2.644791771,-0.81300003,1.347125617,0.983298161,1.56E-08,NA,0.982041359,0.009300128,0.727021528,0.94536401,0.040804757,2.237127581,0.962130574,0.00000107,NA,0.216977559,-0.105849682,0.216977559,-0.105849682,-0.420632578
KKU-213,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.104263374,-0.782682831,0.397137969,2.337275762,-0.99611606,1.461752139,0.983160816,1.27E-08,NA,0.872822838,0.001987043,0.719112939,0.853826309,0.023901583,2.221450691,0.950594823,0.00000214,NA,0.216977559,-0.173904891,0.216977559,-0.173904891,-0.420632578
KKU-214,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.469599059,-0.690877832,0.385623628,2.823560701,-0.931362768,1.61070258,0.997242141,7.23E-12,NA,1.426396252,0.011878699,0.702580667,1.426396252,0,1.882670226,0.994559579,1.83E-10,NA,0.216977559,-0.049778694,0.216977559,-0.049778694,-0.420632578
KKK-D068,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.676740142,-0.703293792,0.255514844,2.683285149,-0.847547881,2.119659851,0.945206324,0.00000211,NA,1.982047009,0.035829318,0.861665636,1.981416086,0.000363993,2.178364576,0.89503964,0.0000398,NA,0.216977559,0.007488203,0.216977559,0.007488203,-0.420632578
KKK-D131,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.652438857,-0.172298217,0.296634031,3.508505038,-0.577573133,1.058806396,0.9922832,5.08E-10,NA,1.873201294,0.14941781,0.749430998,1.799558551,0.024119683,1.118552552,0.987474997,3.56E-09,NA,0.216977559,0.00114784,0.216977559,0.00114784,-0.420632578
KKK-D138,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.602154368,-0.852447958,0.173357658,2.376055451,-0.850578036,2.553432012,0.872119313,0.000325315,NA,1.945528542,0.019757791,0.93307159,1.890240415,0.041747062,3.028199052,0.796369919,0.002311231,NA,0.216977559,-0.012273201,0.216977559,-0.012273201,-0.420632578
RBE,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.280064918,-0.360376587,0.31073253,1.899693608,-0.38536506,1.449254522,0.976483107,5.78E-08,NA,1.236938244,0.074281283,0.748002845,1.072231318,0.125925449,2.030780352,0.980170891,4.75E-08,NA,0.216977559,-0.109745564,0.216977559,-0.109745564,-0.420632578
SSP-25,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.723687202,-0.300721943,0.309298793,3.252820777,-0.598594438,1.358043743,0.992945134,3.00E-10,NA,1.653161153,0.077599199,0.724505173,1.568586688,0.045230941,1.663440556,0.985965621,2.55E-08,NA,0.216977559,0.019480898,0.216977559,0.019480898,-0.420632578
TFK-1,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,1.686290861,-0.171268889,0.296124502,2.016658273,-0.221512611,2.147924817,0.99528353,1.44E-10,NA,1.569513901,0.095361185,0.72760925,1.504164148,0.053170968,2.199472847,0.990688285,3.35E-09,NA,0.216977559,0.009954927,0.216977559,0.009954927,-0.420632578
YSCCC,Vorinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.78734924,-0.026062065,0.381813101,0.841135698,-0.057929367,1.666253005,0.995892353,2.26E-11,NA,0.954365228,0.23159453,0.692459514,0.682662001,0.209570022,1.625079884,0.995049978,5.77E-11,NA,0.216977559,-0.320810146,0.216977559,-0.320810146,-0.420632578
HuCCA-1,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.393022183,-0.45432601,0.590310962,0.674575399,-0.505797782,1.294750781,0.992054229,4.36E-10,NA,1.379108712,0.31293662,0.725453735,0.709376641,0.287314846,1.290724713,0.992595163,3.26E-10,NA,-0.060369097,-0.345213839,-0.060369097,-0.345213839,-0.381500851
HuCCT-1,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.807474244,-0.23036427,0.430441458,0.976951556,-0.237852673,2.057584781,0.995054704,1.58E-10,NA,0.819957335,0.10091058,0.641705209,0.748365563,0.080593238,1.921977638,0.990051837,3.29E-09,NA,-0.060369097,-0.032502224,-0.060369097,-0.032502224,-0.381500851
HuH-28,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.739779661,-0.654860957,0.540863969,1.480435583,-0.840133257,1.419434101,0.990916924,6.62E-10,NA,2.505924608,0.302761137,0.786978129,1.693622815,0.225582318,1.532063813,0.991063237,6.03E-10,NA,-0.060369097,-0.070528516,-0.060369097,-0.070528516,-0.381500851
KKU-055,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.745642179,-0.527161713,0.543390391,0.968306826,-0.550532816,2.840804651,0.993989589,2.94E-10,NA,0.584598831,0.007516957,0.570525784,0.584598831,0,2.150458004,0.976418281,0.000000158,NA,-0.060369097,-0.067100436,-0.060369097,-0.067100436,-0.381500851
KKU-100,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.615938062,-0.373120953,0.514913453,0.952444216,-0.456678851,1.483832141,0.992662995,2.49E-10,NA,0.742547841,0.098679364,0.619384851,0.697608733,0.040065763,1.324367967,0.99023631,9.60E-10,NA,-0.060369097,-0.150093861,-0.060369097,-0.150093861,-0.381500851
KKU-156,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.048117437,-0.381500851,0.407461864,1.289883967,-0.389933234,2.7777952,0.999756176,3.39E-16,NA,0.981042336,0.041403293,0.678515726,0.955827759,0.037850237,3.023939363,0.999156856,8.30E-14,NA,-0.060369097,0.080779043,-0.060369097,0.080779043,-0.381500851
KKU-213,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.469907464,-0.590829271,0.344044738,2.155831331,-0.622315105,2.111360253,0.995827131,8.91E-11,NA,1.335984478,0.012339674,0.733652376,1.32325615,0.013215625,2.715590929,0.989491378,1.13E-08,NA,-0.060369097,0.227659092,-0.060369097,0.227659092,-0.381500851
KKU-214,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.870223692,-0.287893539,0.416864548,1.057083667,-0.271155792,2.320406865,0.994462324,8.48E-11,NA,0.804448496,0.05740017,0.641358171,0.774084023,0.044038904,2.300616613,0.987492759,3.84E-09,NA,-0.060369097,0,-0.060369097,0,-0.381500851
KKK-D068,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.912160587,-0.30278969,0.413927158,1.221797875,-0.337198773,1.770690039,0.995514938,2.94E-11,NA,1.251656157,0.168197483,0.713527743,1.028939918,0.14145541,1.698239131,0.995269062,3.55E-11,NA,-0.060369097,0.0204404,-0.060369097,0.0204404,-0.381500851
KKK-D131,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.30303887,-0.417162888,0.355593522,1.677248854,-0.398477203,2.323742418,0.997500715,4.11E-12,NA,1.458651509,0.090979597,0.743165648,1.333120777,0.107645851,2.690655188,0.998273135,1.57E-12,NA,-0.060369097,0.175326468,-0.060369097,0.175326468,-0.381500851
KKK-D138,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.900667686,-0.787471213,0.518784524,1.365617248,-0.832303397,2.353809104,0.995328529,4.74E-11,NA,1.162489471,0.035892442,0.699640197,1.151043582,0.01123569,2.299918164,0.992300322,4.69E-10,NA,-0.060369097,0.014933679,-0.060369097,0.014933679,-0.381500851
RBE,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.281472917,-0.204374087,0.337950659,1.457315746,-0.214405261,2.77501442,0.997128883,1.31E-11,NA,1.435742625,0.15848045,0.745895194,1.259374527,0.14691746,2.658637366,0.995083008,1.27E-10,NA,-0.060369097,0.168078529,-0.060369097,0.168078529,-0.381500851
SSP-25,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.794742951,-0.548346396,0.494415908,1.321496875,-0.655239612,1.651674546,0.994516028,8.87E-11,NA,0.931207208,0.054840454,0.656124694,0.925740751,0.004615202,1.543959502,0.993406611,1.60E-10,NA,-0.060369097,-0.039404218,-0.060369097,-0.039404218,-0.381500851
TFK-1,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.088231558,-0.242739333,0.380218847,1.772758475,-0.427463093,1.26609807,0.993299895,2.40E-10,NA,0.86884843,0.057269436,0.639518651,0.86884843,0,1.228383883,0.990101288,3.12E-09,NA,-0.060369097,0.097090413,-0.060369097,0.097090413,-0.381500851
YSCCC,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.740954131,-0.332993626,0.512634734,1.363832669,-0.542848001,1.483638153,0.943433995,0.00000539,NA,1.351479161,0.212371764,0.679010176,1.198607314,0.089106395,1.307640056,0.937935867,0.00000686,NA,-0.060369097,-0.069839579,-0.060369097,-0.069839579,-0.381500851
HuCCA-1,K03861,Targeted drug,CDK,CDK2,3.632491361,-0.21916241,0.087730305,3.990765325,-0.301023784,5,0.934312255,0.00000552,NA,5.126991884,0.395762975,0.956299529,3.99095708,0.355336239,5,0.934852158,0.00000532,NA,0.160786275,0.399418315,0.160786275,0.399418315,-0.366920922
HuCCT-1,K03861,Targeted drug,CDK,CDK2,1.630629211,-0.214883781,0.320589191,1.759700403,-0.232303026,5,0.991560342,4.87E-10,NA,1.722795451,0.091986911,0.743289608,1.670704157,0.071090369,5,0.987217871,6.58E-09,NA,0.160786275,0.051568943,0.160786275,0.051568943,-0.366920922
HuH-28,K03861,Targeted drug,CDK,CDK2,1.423937547,-0.719794918,0.440180219,1.686552634,-0.666225955,5,0.992512146,8.41E-10,NA,2.026779969,0.229548266,0.810985688,1.743909571,0.264128189,5,0.992879385,5.04E-10,NA,0.160786275,-0.007295333,0.160786275,-0.007295333,-0.366920922
KKU-055,K03861,Targeted drug,CDK,CDK2,1.335925108,-0.739258406,0.441102068,1.590463227,-0.695997565,5,0.998397341,2.78E-13,NA,1.281649678,0.002442846,0.709601935,1.281649678,0,5,0.99744512,9.31E-12,NA,0.160786275,-0.035004163,0.160786275,-0.035004163,-0.366920922
KKU-100,K03861,Targeted drug,CDK,CDK2,3.077731008,-0.270312662,0.26523825,3.400808544,-0.322416175,5,0.80010059,0.003465032,NA,4.763803947,0.350105289,0.856336652,4.27320811,0.17488993,2.959437502,0.777315704,0.006324779,NA,0.160786275,0.327444385,0.160786275,0.327444385,-0.366920922
KKU-156,K03861,Targeted drug,CDK,CDK2,1.143769273,-0.714497169,0.470358307,1.545041212,-0.727096548,2.985975744,0.999134828,6.86E-14,NA,0.9562171,0.001650552,0.656984266,0.9562171,0,2.931137139,0.997463071,3.91E-12,NA,0.160786275,-0.10244785,0.160786275,-0.10244785,-0.366920922
KKU-213,K03861,Targeted drug,CDK,CDK2,1.304281925,-0.423084541,0.418654773,1.505332081,-0.427140479,4.368175742,0.988704055,1.97E-09,NA,1.133354694,0.030809558,0.666529506,1.133354694,0,2.16157049,0.98210684,1.58E-08,NA,0.160786275,-0.045414799,0.160786275,-0.045414799,-0.366920922
KKU-214,K03861,Targeted drug,CDK,CDK2,1.445241869,-0.366920922,0.363430384,1.622287317,-0.391070191,5,0.995710519,2.22E-11,NA,1.485787513,0.051891731,0.732356257,1.46331883,0.036676594,5,0.995376427,4.32E-11,NA,0.160786275,-0.000845741,0.160786275,-0.000845741,-0.366920922
KKK-D068,K03861,Targeted drug,CDK,CDK2,1.78767256,-0.313776289,0.281874873,1.972979139,-0.318926235,5,0.989747573,2.79E-09,NA,2.036376434,0.149076048,0.817004626,1.912452402,0.134603667,5,0.984612098,1.81E-08,NA,0.160786275,0.091501699,0.160786275,0.091501699,-0.366920922
KKK-D131,K03861,Targeted drug,CDK,CDK2,1.307374072,-0.220875334,0.363042508,1.450108707,-0.232083644,3.677402845,0.981550523,1.63E-08,NA,1.350392512,0.132336419,0.720134713,1.231909785,0.087505364,2.094710117,0.978377004,3.22E-08,NA,0.160786275,-0.044386407,0.160786275,-0.044386407,-0.366920922
KKK-D138,K03861,Targeted drug,CDK,CDK2,1.724356837,-0.591900792,0.348165954,2.01190402,-0.581170834,5,0.990459125,1.32E-09,NA,2.117985529,0.143515986,0.810007604,1.979968223,0.143009752,5,0.988601429,3.01E-09,NA,0.160786275,0.075840868,0.160786275,0.075840868,-0.366920922
RBE,K03861,Targeted drug,CDK,CDK2,2.471011244,-0.243842132,0.254461096,2.739666777,-0.255383117,4.017410392,0.994551743,4.39E-10,NA,2.699000468,0.155716128,0.809830163,2.476196606,0.146573678,4.125531193,0.99079934,5.10E-09,NA,0.160786275,0.232088446,0.160786275,0.232088446,-0.366920922
SSP-25,K03861,Targeted drug,CDK,CDK2,1.44805906,-0.707659947,0.404983383,1.745770551,-0.647352124,4.445775252,0.997823271,1.07E-12,NA,1.514304789,0.020951674,0.742114348,1.495136806,0.030856145,5,0.998318825,3.50E-13,NA,0.160786275,0,0.160786275,0,-0.366920922
TFK-1,K03861,Targeted drug,CDK,CDK2,1.370494183,-0.146978106,0.31392104,1.437462379,-0.109155659,4.182016334,0.998088944,5.86E-13,NA,1.297957531,0.091783536,0.720964858,1.230554008,0.10224643,4.345888884,0.998612866,1.38E-13,NA,0.160786275,-0.023909079,0.160786275,-0.023909079,-0.366920922
YSCCC,K03861,Targeted drug,CDK,CDK2,3.520406478,-0.633817455,0.020708019,4.195375246,-0.701464423,5,0.811147701,0.000581972,NA,4.363325737,0.1452708,0.997672171,4.159560457,0.106476802,5,0.783551597,0.001068803,NA,0.160786275,0.385806536,0.160786275,0.385806536,-0.366920922
